"CIK","Date","Score","Year"
"67088","2009-02-06","-0.00023849272597185786","2009"
"1303313","2009-02-13","0.0","2009"
"1346370","2009-02-13","0.0017699115044247787","2009"
"1356797","2009-02-17","0.0","2009"
"927355","2009-03-23","0.0","2009"
"1082877","2009-03-26","0.0","2009"
"1385143","2009-03-27","0.0","2009"
"1034957","2009-04-07","0.0","2009"
"939559","2009-04-07","0.0","2009"
"1037766","2009-04-20","0.0","2009"
"33992","2009-04-28","0.0","2009"
"912869","2009-05-04","0.0","2009"
"1004434","2009-05-20","0.0","2009"
"1441269","2009-05-26","0.0","2009"
"1383825","2009-06-03","-0.006430868167202572","2009"
"1109357","2009-06-22","-0.00625","2009"
"1140215","2009-06-23","-0.009420631182289214","2009"
"1009976","2009-07-30","-0.010101010101010102","2009"
"810893","2009-08-05","0.001594896331738437","2009"
"1330059","2009-08-07","0.007575757575757576","2009"
"1382911","2009-08-19","0.017543859649122806","2009"
